ID,Label,Glottocode,ISO639P3code,Name,Family,Latitude,Longitude,Project,ProjectFile,EntryDate,Comment,Link,Set
p_kodeohakode1237,Kodeoha_kode1237,kode1237,vko,Kodeoha,Austronesian,-3.39566,120.937,parabank,Kodeoha kode1237.txt,20161209,,,Parabank
p_kogicogu1240,Kogi_cogu1240,cogu1240,kog,Cogui,,10.9485,-73.8043,parabank,Kogi_cogu1240.txt,20191115,,,Parabank
p_koiarigras1249,Koiari_gras1249,gras1249,kbk,Grass Koiari,,-9.51218,147.437,parabank,Koiari gras1249.txt,20161205,,,Parabank
p_kombakomb1273,Komba_komb1273,komb1273,kpf,Komba,Nuclear Trans New Guinea,-6.16163,147.28,parabank,Komba komb1273.txt,20171030,,,Parabank
p_komnzokomn1238,Komnzo_komn1238,komn1238,,Kómnjo,,,,parabank,Komnzo komn1238.txt,,"g represents /ŋg/ and th represents θ, in addition ə is inserted into certain clusters, so that orthographic <nge> is phonetic [nəŋge]",,Parabank
p_konawekona1243,Konawe_kona1243,kona1243,,Konawe,Austronesian,,,parabank,Konawe kona1243.txt,20161209,,,Parabank
p_koronikoro1311,Koroni_koro1311,koro1311,xkq,Koroni,Austronesian,-2.6367,121.977,parabank,Koroni koro1311.txt,20161209,,,Parabank
p_kristangmalaccacreoleportugesemala1533,Kristang_(Malacca_Creole_Portugese)_mala1533,mala1533,mcm,Malacca-Batavia Portuguese Creole,Indo-European,2.188087,102.262059,parabank,Kristang (Malacca Creole Portugese) mala1533.txt,20161201,,,Parabank
p_kuanuakuan1248,Kuanua_kuan1248,kuan1248,ksd,Kuanua,Austronesian,-4.30986,152.114,parabank,Kuanua kuan1248.txt,20170628,,,Parabank
p_kukuyalanjikuku1273,Kuku-Yalanji_kuku1273,kuku1273,gvn,Kuku-Yalanji,Pama-Nyungan,-16.0036,145.188,parabank,Kuku-Yalanji kuku1273.txt,20170321,,,Parabank
p_kulisusukuli1254,Kulisusu_kuli1254,kuli1254,vkl,Kulisusu,Austronesian,-4.58411,123.045,parabank,Kulisusu kuli1254.txt,20161209,,,Parabank
p_kunjenkunj1248,Kunjen_kunj1248,kunj1248,,Southwestern Alaya-Athima,Pama-Nyungan,,,parabank,Kunjen kunj1248.txt,20161128,,,Parabank
p_kuotkuot1243,Kuot_kuot1243,kuot1243,kto,Kuot,,-3.06952,151.537,parabank,Kuot kuot1243.txt,20170326,,,Parabank
p_kuukuyaukuuk1238,Kuuku_Ya'u_kuuk1238,kuuk1238,kuy,Kuuku-Ya'u,Pama-Nyungan,-12.4947,143.165,parabank,Kuuku Ya'u kuuk1238.txt,20171209,,,Parabank
p_kuwaruboun1245,Ku_Waru_boun1245,boun1245,mux,Bo-Ung,Nuclear Trans New Guinea,-5.8626,144.086,parabank,Ku_Waru boun1245.txt,20191122,,,Parabank
p_kwaiokwai1243,Kwaio_kwai1243,kwai1243,kwd,Kwaio,Austronesian,-8.93744,160.965,parabank,Kwaio kwai1243.txt,,,,Parabank
p_kwamerakwam1252,Kwamera_kwam1252,kwam1252,tnk,Kwamera,Austronesian,-19.5954,169.442,parabank,Kwamera kwam1252.txt,20170531,,,Parabank
p_kwomakwom1262,Kwoma_kwom1262,kwom1262,kmo,Kwoma,,-4.08721,142.664,parabank,Kwoma kwom1262.txt,20170125,,,Parabank
p_kyakakyak1244,Kyaka_kyak1244,kyak1244,kyc,Kyaka,Nuclear Trans New Guinea,-5.52462,144.119,parabank,Kyaka kyak1244.txt,20161205,,,Parabank
p_laiwuilaiw1239,Laiwui_laiw1239,laiw1239,,Laiwui,Austronesian,,,parabank,Laiwui laiw1239.txt,20161209,,,Parabank
p_lalomeruilalo1239,Lalomerui_lalo1239,lalo1239,,Lalomerui,Austronesian,,,parabank,Lalomerui lalo1239.txt,20161209,,,Parabank
p_lamahalotlama1277,Lamahalot_lama1277,lama1277,slp,Lamaholot,Austronesian,-8.36439,122.803,parabank,Lamahalot lama1277.txt,20170628,,,Parabank
p_lametinmere1242,Lametin_mere1242,mere1242,lmb,Merei,Austronesian,-15.2839,166.905,parabank,Lametin mere1242.txt,,,,Parabank
p_lamogailamo1244,Lamogai_lamo1244,lamo1244,lmg,Lamogai,Austronesian,-5.87071,149.321,parabank,Lamogai lamo1244.txt,20170110,,,Parabank
p_landeweland1259,Landewe_land1259,land1259,,Landawe,Austronesian,,,parabank,Landewe land1259.txt,20161209,,,Parabank
p_lardillard1243,Lardil_lard1243,lard1243,lbz,Lardil,,-16.56152,139.4343,parabank,Lardil lard1243.txt,20170501,,,Parabank
p_larevatlare1249,Larevat_lare1249,lare1249,lrv,Larevat,Austronesian,-16.1971,167.387,parabank,Larevat lare1249.txt,20171025,,,Parabank
p_latinlati1261a,Latin_lati1261a,lati1261,lat,Latin,Indo-European,41.9026,12.4502,parabank,Latin lati1261.txt,20161124,,,Parabank
p_laujelauj1238,Lauje_lauj1238,lauj1238,law,Lauje,Austronesian,0.50708,120.262,parabank,Lauje lauj1238.txt,20161207,,,Parabank
p_laulauu1247,Lau_lauu1247,lauu1247,llu,Lau,Austronesian,-8.51018,160.872,parabank,Lau lauu1247.txt,,,,Parabank
p_lavatburalamusongkonobinlava1239,Lavatbura-lamusong_(Konobin)_lava1239,lava1239,lbv,Lavatbura-Lamusong,Austronesian,-3.21903,151.728,parabank,Lavatbura-lamusong (Konobin) lava1239.txt,20170326,,,Parabank
p_lelepalele1267,Lelepa_lele1267,lele1267,lpa,Lelepa,Austronesian,-17.6042,168.202,parabank,Lelepa lele1267.txt,20171108,,,Parabank
p_lenakellena1238,Lenakel_lena1238,lena1238,tnl,Lenakel,Austronesian,-19.4763,169.261,parabank,Lenakel lena1238.txt,20170530,,,Parabank
p_letemboirepanbitiplete1241,Letemboi-Repanbitip_lete1241,lete1241,nms,Letemboi-Repanbitip,Austronesian,-16.4339,167.566,parabank,Letemboi-Repanbitip lete1241.txt,,"angk = third person singular possessive, gutami = first person possessive (my father), gutaman = second person possessive (your father), gutamangk = third person possessive (his/her father)",,Parabank
p_lewolewo1242,Lewo_lewo1242,lewo1242,lww,Lewo,Austronesian,-16.7612,168.334,parabank,Lewo lewo1242.txt,20171113,,https://openresearch-repository.anu.edu.au/handle/1885/132959,Parabank
p_limilnganlimi1242,Limilngan_limi1242,limi1242,,Limilngan-Wulna,,,,parabank,Limilngan limi1242.txt,20161205,,,Parabank
p_lisulisu1250a,Lisu_lisu1250a,lisu1250,lis,Lisu,Sino-Tibetan,26.91,98.94,parabank,Lisu lisu1250a.txt,,,,Parabank
p_lisulisu1250b,Lisu_lisu1250b,lisu1250,lis,Lisu,Sino-Tibetan,26.91,98.94,parabank,Lisu lisu1250b.txt,,,,Parabank
p_lisulisu1250c,Lisu_lisu1250c,lisu1250,lis,Lisu,Sino-Tibetan,26.91,98.94,parabank,Lisu lisu1250c.txt,,,,Parabank
p_lisulisu1250d,Lisu_lisu1250d,lisu1250,lis,Lisu,Sino-Tibetan,26.91,98.94,parabank,Lisu lisu1250d.txt,,,,Parabank
p_lolodalabalodalolo1264,Loloda-Laba_(Loda)_lolo1264,lolo1264,loa,Loloda-Laba,,1.95461,127.772,parabank,Loloda-Laba (Loda) lolo1264.txt,20170612,Data incomplete and source word list requires interpretation,,Parabank
p_loniuloni1238,Loniu_loni1238,loni1238,los,Loniu,Austronesian,-2.06124,147.35,parabank,Loniu loni1238.txt,20170601,,,Parabank
p_lonwolwollonw1238,Lonwolwol_lonw1238,lonw1238,crc,Lonwolwol,Austronesian,-16.2286,168.016,parabank,Lonwolwol lonw1238.txt,20171010,,,Parabank
p_lotogalohloto1240,Lo-Toga_(Loh)_loto1240,loto1240,lht,Lo-Toga,Austronesian,-13.334872,166.634338,parabank,Lo-Toga (Loh) loto1240.txt,20171101,,,Parabank
p_luangiuaontongjavaonto1237,Luangiua_(Ontong_Java)_onto1237,onto1237,ojv,Luangiua,Austronesian,-5.49029,159.701,parabank,Luangiua (Ontong Java) onto1237.txt,20170516,,,Parabank
p_luburuakaralubu1242,Luburua_(Kara)_lubu1242,lubu1242,,Luburua,Austronesian,,,parabank,Luburua (Kara) lubu1242.txt,20170325,,,Parabank
p_maanyanmaan1238,Ma'anyan_maan1238,maan1238,mhy,Ma'anyan,Austronesian,-2.1239,115.092,parabank,Ma'anyan maan1238.txt,20170628,,,Parabank
p_mabaindonesiamaba1278,Maba_(Indonesia)_maba1278,maba1278,mqa,Maba (Indonesia),Austronesian,0.59011,128.418,parabank,Maba (Indonesia) maba1278.txt,20170612,Data incomplete and source word list requires interpretation,,Parabank
p_madakkonnosmada1284,Madak_(Konnos)_mada1284,mada1284,,Madak linkage,Austronesian,,,parabank,Madak (Konnos) mada1284.txt,20170326,,,Parabank
p_madolemodo1249,Madole_modo1249,modo1249,mqo,Modole,,1.40199,127.752,parabank,Madole modo1249.txt,20170612,Data incomplete and source word list requires interpretation,,Parabank
p_maduresenucl1460,Madurese_nucl1460,nucl1460,mad,Madurese,Austronesian,-7,113,parabank,Madurese nucl1460.txt,20170718,,collectionscanada.gc.ca/obj/s4/f2/dsk2/ftp01/MQ37156.pdf,Parabank
p_mafeamaveamafe1237,Mafea_(Mavea)_mafe1237,mafe1237,mkv,Mafea,Austronesian,-15.4316,167.241,parabank,Mafea (Mavea) mafe1237.txt,20171110,,,Parabank
p_magammaga1262,Magam_maga1262,maga1262,,Magam,Austronesian,,,parabank,Magam maga1262.txt,20171011,,,Parabank
p_maguindanaomagindonaomoromagu1243,Maguindanao_(Magindonao_Moro)_magu1243,magu1243,mdh,Maguindanao,Austronesian,6.9453,124.509,parabank,Maguindanao (Magindonao Moro) magu1243.txt,20170406,,,Parabank
p_maklewmakl1246,Maklew_makl1246,makl1246,mgf,Maklew,,-7.74424,139.273,parabank,Maklew makl1246.txt,,,,Parabank
p_malganamalg1242a,Malgana_malg1242a,malg1242,vml,Malgana,Pama-Nyungan,-26.211,114.245,parabank,Malgana malg1242.txt,20161129,,,Parabank
p_malimali1284,Mali_mali1284,mali1284,gcc,Mali,,-4.71826,152.214,parabank,Mali mali1284.txt,20161129,,,Parabank
p_maluabaymalu1245,Malua_Bay_malu1245,malu1245,mll,Malua Bay,Austronesian,-15.9813,167.208,parabank,Malua Bay malu1245.txt,20171026,,,Parabank
p_manammana1295,Manam_mana1295,mana1295,mva,Manam,Austronesian,-4.07921,145.033,parabank,Manam mana1295.txt,20170703,,,Parabank
p_manangemana1288,Manange_mana1288,mana1288,nmm,Manange,Sino-Tibetan,28.6416,84.0515,parabank,Manange mana1288.txt,20161201,,,Parabank
p_mangaiamang1402,Mangaia_mang1402,mang1402,,Mangaia,Austronesian,,,parabank,Mangaia mang1402.txt,20170518,,,Parabank
p_mangarevamang1401,Mangareva_mang1401,mang1401,mrv,Mangareva,Austronesian,-23.1095,-134.97,parabank,Mangareva mang1401.txt,20170517,,,Parabank
p_mangeisobjomang1407,Mangei_(Sobjo)_mang1407,mang1407,,Mangei,Austronesian,,,parabank,Mangei (Sobjo) mang1407.txt,20170608,Data incomplete and source word list requires interpretation,,Parabank
p_manggaraimang1405,Manggarai_mang1405,mang1405,mqy,Manggarai,Austronesian,-8.55748,120.329,parabank,Manggarai mang1405.txt,,,,Parabank
p_maorimaor1246,Maori_maor1246,maor1246,mri,Māori,Austronesian,-38.2881,176.541,parabank,Maori maor1246.txt,,"pronouns my or mine: ta´-ku(sing.), a´-ku(pl.)",,Parabank
p_maragustapemara1399,Maragus_(Tape)_mara1399,mara1399,mrs,Maragus,Austronesian,-16.0695,167.33,parabank,Maragus (Tape) mara1399.txt,20171205,,,Parabank
p_maranaolanaomoromara1404,Maranao_(Lanao_Moro)_mara1404,mara1404,mrw,Maranao,Austronesian,7.79414,124.175,parabank,Maranao (Lanao Moro) mara1404.txt,20170406,,,Parabank
p_marindnucl1622,Marind_nucl1622,nucl1622,mrz,Marind,,-8.15651,140.009,parabank,Marind nucl1622.txt,20180413,,,Parabank
p_marquesasmarq1246,Marquesas_marq1246,marq1246,,Marquesan,Austronesian,,,parabank,Marquesas marq1246.txt,20170517,,,Parabank
p_marshallesemars1254,Marshallese_mars1254,mars1254,mah,Marshallese,Austronesian,8.72,167.73,parabank,Marshallese mars1254.txt,20170703,,,Parabank
p_maskelynesmask1242,Maskelynes_mask1242,mask1242,klv,Maskelynes,Austronesian,-16.5073,167.818,parabank,Maskelynes mask1242.txt,20171204,,,Parabank
p_matukarmatu1261,Matukar_matu1261,matu1261,mjk,Matukar,Austronesian,-4.9078,145.779,parabank,Matukar matu1261.txt,,,,Parabank
p_maybratmaib1239,Maybrat_maib1239,maib1239,ayz,Maybrat-Karon,,-1.3679,132.591,parabank,Maybrat maib1239.txt,20161125,,,Parabank
p_mblafembla1238,Mblafe_mbla1238,mbla1238,,Mblafe,,,,parabank,Mblafe mbla1238.txt,20170322,,,Parabank
p_mekeoeastmeke1243d,Mekeo_(East)_meke1243d,meke1243,mek,Mekeo,Austronesian,-8.23853,146.586,parabank,Mekeo (East) meke1243d.txt,,,,Parabank
p_mekeonorthmeke1243c,Mekeo_(North)_meke1243c,meke1243,mek,Mekeo,Austronesian,-8.23853,146.586,parabank,Mekeo (North) meke1243c.txt,,,,Parabank
p_mekeonorthwestmeke1243a,Mekeo_(North-West)_meke1243a,meke1243,mek,Mekeo,Austronesian,-8.23853,146.586,parabank,Mekeo (North-West) meke1243a.txt,,,,Parabank
p_mekeowestmeke1243b,Mekeo_(West)_meke1243b,meke1243,mek,Mekeo,Austronesian,-8.23853,146.586,parabank,Mekeo (West) meke1243b.txt,,,,Parabank
p_mekonggameko1237,Mekongga_meko1237,meko1237,,Mekongga,Austronesian,,,parabank,Mekongga meko1237.txt,20161209,,,Parabank
p_melefilaifiramelemele1250,Mele-Fila_(Ifira-Mele)_mele1250,mele1250,mxe,Mele-Fila,Austronesian,-17.6841,168.275,parabank,Mele-Fila (Ifira-Mele) mele1250.txt,20170620,,,Parabank
p_menuimenu1237,Menui_menu1237,menu1237,,Menui,Austronesian,,,parabank,Menui menu1237.txt,20161209,,,Parabank
p_mereimere1242,Merei_mere1242,mere1242,lmb,Merei,Austronesian,-15.2839,166.905,parabank,Merei mere1242.txt,20161130,,,Parabank
p_meriammeri1244,Meriam_meri1244,meri1244,ulk,Meriam,,-9.59575,143.773,parabank,Meriam meri1244.txt,20170321,,,Parabank
p_merlavmerl1237,Merlav_merl1237,merl1237,mrm,Merlav,Austronesian,-14.450679,168.053527,parabank,Merlav merl1237.txt,20180109,,,Parabank
p_meyahmeya1236,Meyah_meya1236,meya1236,mej,Meyah,,-1.18016,133.618,parabank,Meyah meya1236.txt,20161130,,,Parabank
p_minangkabaumina1268,Minangkabau_mina1268,mina1268,min,Minangkabau,Austronesian,-0.896,100.44,parabank,Minangkabau mina1268.txt,20170705,,,Parabank
p_miningirlungamini1251,Miningir_(Lunga)_mini1251,mini1251,vmg,Minigir,Austronesian,-4.31803,152.005,parabank,Miningir (Lunga) mini1251.txt,20170628,,,Parabank
p_monoalumono1273,Mono-Alu_mono1273,mono1273,mte,Mono-Alu,Austronesian,-7.05102,155.76,parabank,Mono-Alu mono1273.txt,20170402,,,Parabank
p_morgan1871amazuluamazulukafirzulu1248,Morgan1871_Amazulu_(Amazulu_Kafir)_zulu1248,zulu1248,zul,Zulu,Atlantic-Congo,-28.9,30.2,parabank,Morgan1871 Amazulu (Amazulu Kafir) zulu1248.txt,,,,Parabank
p_morgan1871anahnelingrosventresofprairiegros1243,Morgan1871_An-ah'-ne-lin_(Gros_Ventres_of_Prairie)_gros1243,gros1243,ats,Gros Ventre,Algic,48.4834,-108.738,parabank,Morgan1871 An-ah'-ne-lin (Gros Ventres of Prairie) gros1243.txt,,,,Parabank
p_morgan1871arikaraarickareearik1262,Morgan1871_Arikara_(Arickaree)_arik1262,arik1262,ari,Arikara,,45,-100,parabank,Morgan1871 Arikara (Arickaree) arik1262.txt,,,,Parabank
p_morgan1871assiniboineasiniboineassi1247,Morgan1871_Assiniboine_(Asiniboine)_assi1247,assi1247,asb,Assiniboine,,49.2923,-106.068,parabank,Morgan1871 Assiniboine (Asiniboine) assi1247.txt,,,,Parabank
p_morgan1871baffininuktituteskimonorthumberlandinletbaff1241,"Morgan1871_Baffin_Inuktitut_(Eskimo,_Northumberland_Inlet)_baff1241",baff1241,,Baffin Inuktitut,,,,parabank,"Morgan1871 Baffin Inuktitut (Eskimo, Northumberland Inlet) baff1241.txt",,,,Parabank
p_morgan1871bengalibeng1280,Morgan1871_Bengâli_beng1280,beng1280,ben,Bengali,Indo-European,24,90,parabank,Morgan1871 Bengâli beng1280.txt,,,,Parabank
p_morgan1871bloodsiksikabloodblackfootbloo1239,Morgan1871_Blood_Siksika_(Blood_Blackfoot)_bloo1239,bloo1239,,Blood,Algic,,,parabank,Morgan1871 Blood Siksika (Blood Blackfoot) bloo1239.txt,,,,Parabank
p_morgan1871burmeseburm1266,Morgan1871_Burmese_burm1266,burm1266,,Burmish,Sino-Tibetan,,,parabank,Morgan1871 Burmese burm1266.txt,,,,Parabank
p_morgan1871canaresenucl1305,Morgan1871_Canarese_nucl1305,nucl1305,kan,Kannada,Dravidian,13.5878,76.1198,parabank,Morgan1871 Canarese nucl1305.txt,,,,Parabank
p_morgan1871cayugacayu1261,Morgan1871_Cayuga_cayu1261,cayu1261,cay,Cayuga,,42.41,-76.5969,parabank,Morgan1871 Cayuga cayu1261.txt,,,,Parabank
p_morgan1871cherokeecher1273,Morgan1871_Cherokee_cher1273,cher1273,chr,Cherokee,,35.4664,-83.163,parabank,Morgan1871 Cherokee cher1273.txt,,,,Parabank
p_morgan1871chibchanewgranadachib1270,Morgan1871_Chibcha_(New_Granada)_chib1270,chib1270,chb,Chibcha,,6.24999,-74.1666,parabank,Morgan1871 Chibcha (New Granada) chib1270.txt,,,,Parabank
p_morgan1871chickasachic1270,Morgan1871_Chickasa_chic1270,chic1270,cic,Chickasaw,,34,-88,parabank,Morgan1871 Chickasa chic1270.txt,,,,Parabank
p_morgan1871chinesesini1245,Morgan1871_Chinese_sini1245,sini1245,,Sinitic,Sino-Tibetan,,,parabank,Morgan1871 Chinese sini1245.txt,,,,Parabank
p_morgan1871choctaw1choc1276,Morgan1871_Choctaw_(1)_choc1276,choc1276,cho,Choctaw,,32.25,-88.5,parabank,Morgan1871 Choctaw (1) choc1276.txt,,,,Parabank
p_morgan1871choctaw2choc1276,Morgan1871_Choctaw_(2)_choc1276,choc1276,cho,Choctaw,,32.25,-88.5,parabank,Morgan1871 Choctaw (2) choc1276.txt,,,,Parabank
p_morgan1871creekcree1270,Morgan1871_Creek_cree1270,cree1270,mus,Creek,,31,-87.5,parabank,Morgan1871 Creek cree1270.txt,,,,Parabank
p_morgan1871creeofthelowlandscree1272,Morgan1871_Cree_of_the_Lowlands_cree1272,cree1272,cre,Cree,Algic,,,parabank,Morgan1871 Cree of the Lowlands cree1272.txt,,,,Parabank
p_morgan1871crowcrow1244,Morgan1871_Crow_crow1244,crow1244,cro,Crow,,45.368,-107.874,parabank,Morgan1871 Crow crow1244.txt,,,,Parabank
p_morgan1871dakotablackfootlako1247,Morgan1871_Dakota_Blackfoot_lako1247,lako1247,lkt,Lakota,,46.3699,-103.95,parabank,Morgan1871 Dakota: Blackfoot lako1247.txt,,,,Parabank
p_morgan1871dakotabrulebrul1239,Morgan1871_Dakota_Brule_brul1239,brul1239,,Brulé,,,,parabank,Morgan1871 Dakota: Brule brul1239.txt,,,,Parabank
p_morgan1871dakotaisauntiedako1258,Morgan1871_Dakota_Isauntie_dako1258,dako1258,dak,Dakota,,47.6857,-102.12,parabank,Morgan1871 Dakota: Isauntie dako1258.txt,,,,Parabank
p_morgan1871dakotaogalallalako1247,Morgan1871_Dakota_Ogalalla_lako1247,lako1247,lkt,Lakota,,46.3699,-103.95,parabank,Morgan1871 Dakota: Ogalalla lako1247.txt,,,,Parabank
p_morgan1871dakotasissetondako1258,Morgan1871_Dakota_Sisseton_dako1258,dako1258,dak,Dakota,,47.6857,-102.12,parabank,Morgan1871 Dakota: Sisseton dako1258.txt,,,,Parabank
p_morgan1871dakotauncpapalako1247,Morgan1871_Dakota_Uncpapa_lako1247,lako1247,lkt,Lakota,,46.3699,-103.95,parabank,Morgan1871 Dakota: Uncpapa lako1247.txt,,,,Parabank
p_morgan1871dakotayanktonaisdako1258,Morgan1871_Dakota_Yanktonais_dako1258,dako1258,dak,Dakota,,47.6857,-102.12,parabank,Morgan1871 Dakota: Yanktonais dako1258.txt,,,,Parabank
p_morgan1871dakotayanktondako1258,Morgan1871_Dakota_Yankton_dako1258,dako1258,dak,Dakota,,47.6857,-102.12,parabank,Morgan1871 Dakota: Yankton dako1258.txt,,,,Parabank
p_morgan1871delawarecomm1246,Morgan1871_Delaware_comm1246,comm1246,del,Common Delaware,Algic,,,parabank,Morgan1871 Delaware comm1246.txt,,,,Parabank
p_morgan1871etchemiuormalisetemale1293,"Morgan1871_Etchemiu,_or_Malisete_male1293",male1293,,Malecite,Algic,,,parabank,"Morgan1871 Etchemiu, or Malisete male1293.txt",,,,Parabank
p_morgan1871grandpawneepawn1254,Morgan1871_Grand_Pawnee_pawn1254,pawn1254,paw,Pawnee,,36.2862,-96.8937,parabank,Morgan1871 Grand Pawnee pawn1254.txt,,,,Parabank
p_morgan1871gujaratiguja1252,Morgan1871_Gujarati_guja1252,guja1252,guj,Gujarati,Indo-European,22.687,71.0962,parabank,Morgan1871 Gujarati guja1252.txt,,,,Parabank
p_morgan1871hareindiansortanatinnehare1243,Morgan1871_Hare_Indians_or_Tä-nä'-tin-ne_hare1243,hare1243,,Slaveyic,,,,parabank,Morgan1871 Hare Indians or Tä-nä'-tin-ne hare1243.txt,,,,Parabank
p_morgan1871hawaiianhawa1245,Morgan1871_Hawaiian_hawa1245,hawa1245,haw,Hawaiian,Austronesian,19.6297,-155.43,parabank,Morgan1871 Hawaiian hawa1245.txt,,,,Parabank
p_morgan1871hindihind1269,Morgan1871_Hindi_hind1269,hind1269,hin,Hindi,Indo-European,25,77,parabank,Morgan1871 Hindi hind1269.txt,,,,Parabank
p_morgan1871iowaiowa1245,Morgan1871_Iowä_iowa1245,iowa1245,iow,Iowa-Oto,,40.0511,-95.5213,parabank,Morgan1871 Iowä iowa1245.txt,,,,Parabank
p_morgan1871japanesejapa1256,Morgan1871_Japanese_japa1256,japa1256,,Japanesic,,,,parabank,Morgan1871 Japanese japa1256.txt,,,,Parabank
p_morgan1871kalaallisuteskimogreenlandkala1399,"Morgan1871_Kalaallisut_(Eskimo,_Greenland)_kala1399",kala1399,kal,Kalaallisut,,69.3761,-52.864,parabank,"Morgan1871 Kalaallisut (Eskimo, Greenland) kala1399.txt",,,,Parabank
p_morgan1871karenkare1337,Morgan1871_Karen_kare1337,kare1337,,Karenic,Sino-Tibetan,,,parabank,Morgan1871 Karen kare1337.txt,,,,Parabank
p_morgan1871karenpwodialectpwoo1239,Morgan1871_Karen_(Pwo_dialect)_pwoo1239,pwoo1239,,Pwo,Sino-Tibetan,,,parabank,Morgan1871 Karen (Pwo dialect) pwoo1239.txt,,,,Parabank
p_morgan1871karensgaudialectsgaw1245,Morgan1871_Karen_(Sgau_dialect)_sgaw1245,sgaw1245,ksw,S'gaw Karen,Sino-Tibetan,17.9872,97.7126,parabank,Morgan1871 Karen (Sgau dialect) sgaw1245.txt,,,,Parabank
p_morgan1871kaskaskiaalgo1255,Morgan1871_Kaskaskia_algo1255,algo1255,alq,Algonquin,Algic,47.3876,-77.5258,parabank,Morgan1871 Kaskaskia algo1255.txt,,,,Parabank
p_morgan1871kawkans1243,Morgan1871_Kaw_kans1243,kans1243,ksk,Kansa,,36.8044,-96.8571,parabank,Morgan1871 Kaw kans1243.txt,,,,Parabank
p_morgan1871kickapookikapookick1244,Morgan1871_Kickapoo_(Kikapoo)_kick1244,kick1244,kic,Kickapoo,Algic,41.655145,-89.03034,parabank,Morgan1871 Kickapoo (Kikapoo) kick1244.txt,,,,Parabank
p_morgan1871kingsmillislandsgilb1244,Morgan1871_Kings_Mill_Islands_gilb1244,gilb1244,gil,Gilbertese,Austronesian,-1.34,176.44,parabank,Morgan1871 Kings Mill Islands gilb1244.txt,,,,Parabank
p_morgan1871kootenaykute1249,Morgan1871_Kootenay_kute1249,kute1249,kut,Kutenai,,48.7892,-115.065,parabank,Morgan1871 Kootenay kute1249.txt,,,,Parabank
p_morgan1871kusaienkosr1238,Morgan1871_Kusaien_kosr1238,kosr1238,kos,Kosraean,Austronesian,5.31,162.98,parabank,Morgan1871 Kusaien kosr1238.txt,,,,Parabank
p_morgan1871kutchinorlouchieuxgwic1235,"Morgan1871_Kǔtchin,_or_Louchieux_gwic1235",gwic1235,gwi,Gwich'in,,67.4307,-142.963,parabank,"Morgan1871 Kǔtchin, or Louchieux gwic1235.txt",,,,Parabank
p_morgan1871lagunawest2632,Morgan1871_Laguna_west2632,west2632,kjq,Western Keres,,34.9733,-107.517,parabank,Morgan1871 Laguna west2632.txt,,,,Parabank
p_morgan1871mandanmand1446,Morgan1871_Mandan_mand1446,mand1446,mhq,Mandan,,47.6631,-102.376,parabank,Morgan1871 Mandan mand1446.txt,,,,Parabank
p_morgan1871maorimaor1246,Morgan1871_Maori_maor1246,maor1246,mri,Māori,Austronesian,-38.2881,176.541,parabank,Morgan1871 Maori maor1246.txt,,,,Parabank
p_morgan1871marathimara1378,Morgan1871_Marâthî_mara1378,mara1378,mar,Marathi,Indo-European,17.9344,76.6665,parabank,Morgan1871 Marâthî mara1378.txt,,,,Parabank
p_morgan1871menominemeno1252,Morgan1871_Menomine_meno1252,meno1252,mez,Menominee,Algic,44.9794,-88.6395,parabank,Morgan1871 Menomine meno1252.txt,,,,Parabank
p_morgan1871miamimiam1252,Morgan1871_Miami_miam1252,miam1252,mia,Miami,Algic,40,-90,parabank,Morgan1871 Miami miam1252.txt,,,,Parabank
p_morgan1871miemacmikm1235,Morgan1871_Miemac_mikm1235,mikm1235,mic,Mi'kmaq,Algic,45.9941,-65.5766,parabank,Morgan1871 Miemac mikm1235.txt,,,,Parabank
p_morgan1871minnitareehida1246,Morgan1871_Minnitaree_hida1246,hida1246,hid,Hidatsa,,47.7534,-102.528,parabank,Morgan1871 Minnitaree hida1246.txt,,,,Parabank
p_morgan1871mohawkmoha1258,Morgan1871_Mohawk_moha1258,moha1258,moh,Mohawk,,43.72,-74.66836,parabank,Morgan1871 Mohawk moha1258.txt,,,,Parabank
p_morgan1871moheganmohe1244,Morgan1871_Mohegan_mohe1244,mohe1244,mof,Mohegan-Montauk-Narragansett,Algic,41.8581,-72.1701,parabank,Morgan1871 Mohegan mohe1244.txt,,,,Parabank
p_morgan1871mountaincherokeecher1273,Morgan1871_Mountain_Cherokee_cher1273,cher1273,chr,Cherokee,,35.4664,-83.163,parabank,Morgan1871 Mountain Cherokee cher1273.txt,,,,Parabank
p_morgan1871munseemuns1251,Morgan1871_Munsee_muns1251,muns1251,umu,Munsee,Algic,42.5968,-81.9166,parabank,Morgan1871 Munsee muns1251.txt,,,,Parabank
p_morgan1871ojibwakansasojib1241,Morgan1871_Ojibwa_Kansas_ojib1241,ojib1241,,Ojibwa,Algic,,,parabank,Morgan1871 Ojibwa: Kansas ojib1241.txt,,,,Parabank
p_morgan1871ojibwalakehuronojib1241,Morgan1871_Ojibwa_Lake_Huron_ojib1241,ojib1241,,Ojibwa,Algic,,,parabank,Morgan1871 Ojibwa: Lake Huron ojib1241.txt,,,,Parabank
p_morgan1871ojibwalakemichiganuppe1274,Morgan1871_Ojibwa_Lake_Michigan_uppe1274,uppe1274,,Upper Michigan-Wisconsin Chippewa,Algic,,,parabank,Morgan1871 Ojibwa: Lake Michigan uppe1274.txt,,,,Parabank
